,,,,,,,IDEP,,META,,,,
019372,EMEF CHACARA SONHO AZUL,CAMPO LIMPO,JARDIM ANGELA,4,1,3,"4,5","4,3","4,7","4,9","5,1","5,4","5,6"
019487,EMEF CHACARA TURISTICA,PIRITUBA,JARAGUA,4,1,3,"4,5","4,8","4,7","4,9","5,1","5,4","5,6"
093602,EMEF RODRIGO MELLO F ANDRADE,SAO MATEUS,SAO MATEUS,4,1,3,"4,5","4,5","4,7","4,9","5,1","5,4","5,6"
093734,EMEF ANTONIO CARLOS DE ANDRADA E SILVA,SAO MIGUEL,VILA JACUI,4,1,3,"4,5","5,1","4,7","4,9","5,1","5,4","5,6"
010171,EMEF ALDO RIBEIRO LUZ PROF,PIRITUBA,JARAGUA,4,1,3,"4,5","4,2","4,7","5,0","5,2","5,4","5,6"
095532,EMEF RODRIGUES DE CARVALHO,SAO MATEUS,SAPOPEMBA,4,1,3,"4,5","4,2","4,7","5,0","5,2","5,4","5,7"
019219,EMEF ENZO ANTONIO SILVESTRIN PROF,PIRITUBA,JARAGUA,4,1,3,"4,5","3,8","4,8","5,0","5,2","5,4","5,7"
019454,EMEF VILA PRUDENTE III,SAO MATEUS,SAPOPEMBA,4,1,3,"4,5","4,6","4,8","5,0","5,2","5,4","5,7"
013510,EMEF OLINDA MENEZES VIDAL PROFA,GUAIANASES,CIDADE TIRADENTES,4,1,3,"4,6","5,3","4,8","5,0","5,2","5,5","5,7"
019394,EMEF MORRO GRANDE,FREGUESIA/BRASILANDIA,FREGUESIA DO O,4,1,3,"4,6","4,3","4,8","5,0","5,2","5,5","5,7"
093491,EMEF ARTUR NEIVA,ITAQUERA,JOSE BONIFACIO,4,1,3,"4,6","4,2","4,8","5,0","5,2","5,5","5,7"
094242,EMEF ANTONIO PRUDENTE PROF,FREGUESIA/BRASILANDIA,BRASILANDIA,4,1,3,"4,6","4,8","4,8","5,0","5,2","5,5","5,7"
099325,EMEF BENEDITO MONTENEGRO PROF,SAO MATEUS,IGUATEMI,4,1,3,"4,6","4,3","4,8","5,0","5,2","5,5","5,7"
019457,EMEF MARIA APARECIDA MAGNANELLI FERNANDES PROFA,GUAIANASES,CIDADE TIRADENTES,4,1,3,"4,6","4,6","4,8","5,0","5,2","5,5","5,7"
094366,EMEF GARCIA D'AVILA COMANDANTE,FREGUESIA/BRASILANDIA,CASA VERDE,4,1,3,"4,6","4,5","4,8","5,0","5,3","5,5","5,7"
092754,EMEF ALCIDES GONCALVES ETCHEGOYEN GAL,BUTANTA,RAPOSO TAVARES,4,1,3,"4,6","4,5","4,8","5,0","5,3","5,5","5,7"
019369,CEU EMEF LAJEADO,GUAIANASES,LAJEADO,4,1,3,"4,6","5,0","4,8","5,0","5,3","5,5","5,7"
094188,EMEF JOANINHA GRASSI FAGUNDES PROFA,FREGUESIA/BRASILANDIA,FREGUESIA DO O,4,1,3,"4,6","4,7","4,8","5,0","5,3","5,5","5,7"
019228,EMEF JOSE PEGORARO PADRE,CAPELA DO SOCORRO,GRAJAU,4,1,3,"4,6","4,3","4,8","5,0","5,3","5,5","5,7"
015431,EMEF ERNANI SILVA BRUNO,PIRITUBA,JARAGUA,4,1,3,"4,6","4,1","4,8","5,1","5,3","5,5","5,7"
093513,EMEF JOAO DE LIMA PAIVA PROF,GUAIANASES,LAJEADO,4,1,3,"4,6","4,3","4,8","5,1","5,3","5,5","5,7"
095010,EMEF CASSIANO RICARDO,IPIRANGA,SACOMA,4,1,3,"4,6","5,0","4,8","5,1","5,3","5,5","5,8"
093530,EMEF JOANA ANGELICA JESUS MADRE,GUAIANASES,GUAIANASES,4,1,3,"4,6","4,5","4,9","5,1","5,3","5,5","5,8"
019336,CEU EMEF VILA RUBI,CAPELA DO SOCORRO,CIDADE DUTRA,4,1,3,"4,7","5,0","4,9","5,1","5,3","5,5","5,8"
019335,CEU EMEF FEITICO DA VILA ,CAMPO LIMPO,CAPAO REDONDO,4,1,3,"4,7","4,5","4,9","5,1","5,3","5,6","5,8"
019367,CEU EMEF TRES PONTES,SAO MIGUEL,JARDIM HELENA,4,1,3,"4,7","4,7","4,9","5,1","5,3","5,6","5,8"
018511,EMEF CARLOS CORREA MASCARO PROF,SAO MATEUS,IGUATEMI,4,1,3,"4,7","5,0","4,9","5,1","5,3","5,6","5,8"
019337,CEU EMEF JACANA,JACANA/TREMEMBE,TREMEMBE,4,1,3,"4,7","4,6","4,9","5,1","5,4","5,6","5,8"
093661,EMEF OCTAVIO MANGABEIRA,PENHA,ERMELINO MATARAZZO,4,1,3,"4,7","4,6","4,9","5,1","5,4","5,6","5,8"
019373,CEU EMEF CAMINHO DO MAR,SANTO AMARO,JABAQUARA,4,1,3,"4,7","3,8","4,9","5,1","5,4","5,6","5,8"
093262,EMEF ISABEL VIEIRA FERREIRA PROFA,SANTO AMARO,PEDREIRA,4,1,3,"4,7","4,3","4,9","5,1","5,4","5,6","5,8"
093793,EMEF JOSE DE ANCHIETA PADRE,SAO MIGUEL,SAO MIGUEL,4,1,3,"4,7","4,5","4,9","5,1","5,4","5,6","5,8"
095567,EMEF ALCEU AMOROSO LIMA,SAO MATEUS,SAO RAFAEL,4,1,3,"4,7","4,4","4,9","5,1","5,4","5,6","5,8"
019241,EMEF HELIO TAVARES DR,SAO MIGUEL,ITAIM PAULISTA,4,1,3,"4,7","4,7","4,9","5,2","5,4","5,6","5,8"
093432,EMEF CORREIA DE MELLO BRIGADEIRO,ITAQUERA,CIDADE LIDER,4,1,3,"4,7","4,1","4,9","5,2","5,4","5,6","5,8"
093726,EMEF PEDRO TEIXEIRA,SAO MIGUEL,VILA JACUI,4,1,3,"4,7","5,3","4,9","5,2","5,4","5,6","5,8"
099651,EMEF JOSE HONORIO RODRIGUES,SAO MIGUEL,VILA CURUCA,4,1,3,"4,7","5,8","4,9","5,2","5,4","5,6","5,8"
092738,EMEF TARSILA DO AMARAL,BUTANTA,VILA SONIA,4,1,3,"4,7","4,2","4,9","5,2","5,4","5,6","5,8"
094676,EMEF ADOLPHO OTTO DE LAET PROF,JACANA/TREMEMBE,SANTANA,4,1,3,"4,7","4,8","5,0","5,2","5,4","5,6","5,8"
019395,EMEF CONJUNTO HABITACIONAL VILA NOVA CACHOEIRINHA,FREGUESIA/BRASILANDIA,CACHOEIRINHA,4,1,3,"4,8","5,1","5,0","5,2","5,4","5,6","5,9"
094757,EMEF MARECHAL RONDON,JACANA/TREMEMBE,TREMEMBE,4,1,3,"4,8","5,6","5,0","5,2","5,4","5,6","5,9"
094285,EMEF RAUL DE LEONI,JACANA/TREMEMBE,MANDAQUI,4,1,3,"4,8","5,1","5,0","5,2","5,4","5,6","5,9"
094226,EMEF RAUL FERNANDES EMBAIXADOR,FREGUESIA/BRASILANDIA,BRASILANDIA,4,1,3,"4,8","4,7","5,0","5,2","5,4","5,6","5,9"
019225,EMEF WANDA OVIDIO GONCALVES PROFA,SAO MIGUEL,ITAIM PAULISTA,4,1,3,"4,8","4,6","5,0","5,2","5,4","5,7","5,9"
019413," EMEF ELIANE BENUTE LESSA AYRES GONCALVES, PROFESSORA- NANY BENUTE",PIRITUBA,JARAGUA,4,1,3,"4,8","5,3","5,0","5,2","5,4","5,7","5,9"
019423,EMEF M' BOI MIRIM II,CAMPO LIMPO,JARDIM SAO LUIS,4,1,3,"4,8","4,8","5,0","5,2","5,4","5,7","5,9"
099589,EMEF PEDRO NAVA,BUTANTA,RIO PEQUENO,4,1,3,"4,8","4,2","5,0","5,2","5,4","5,7","5,9"
094919,EMEF LOURENCO FILHO,JACANA/TREMEMBE,JACANA,4,1,3,"4,8","4,7","5,0","5,2","5,4","5,7","5,9"
019410,EMEF MURURES,SAO MIGUEL,JARDIM HELENA,4,1,3,"4,8","4,6","5,0","5,2","5,4","5,7","5,9"
092967,EMEF LEVY DE AZEVEDO SODRE PROF,CAMPO LIMPO,CAMPO LIMPO,4,1,3,"4,8","4,0","5,0","5,2","5,4","5,7","5,9"
092703,EMEF THEODOMIRO DIAS DESEMBARGADOR,BUTANTA,VILA SONIA,4,1,3,"4,8","4,6","5,0","5,2","5,5","5,7","5,9"
010103,EMEF FRANCISCO ALVES MENDES FO CHICO MENDES,ITAQUERA,CIDADE LIDER,4,1,3,"4,8","4,5","5,0","5,2","5,5","5,7","5,9"
017523,EMEF CLOTILDE ROSA HENRIQUES ELIAS PROFA,ITAQUERA,JOSE BONIFACIO,4,1,3,"4,8","5,0","5,0","5,3","5,5","5,7","5,9"
093998,EMEF ABRAO DE MORAES,PENHA,ARTUR ALVIM,4,1,3,"4,8","5,8","5,0","5,3","5,5","5,7","5,9"
019455,EMEF JARDIM AUREA,GUAIANASES,CIDADE TIRADENTES,4,1,3,"4,8","4,7","5,0","5,3","5,5","5,7","5,9"
093564,EMEF JOAQUIM OSORIO DUQUE ESTRADA,SAO MATEUS,IGUATEMI,4,1,3,"4,8","5,6","5,1","5,3","5,5","5,7","5,9"
019272,CEU EMEF PERUS,PIRITUBA,PERUS,4,1,3,"4,8","4,6","5,1","5,3","5,5","5,7","5,9"
019415,EMEF ALICE MEIRELLES REIS PROOFESSORA,PIRITUBA,JARAGUA,4,1,3,"4,8","4,5","5,1","5,3","5,5","5,7","5,9"
094871,EMEF JULIO MARCONDES SALGADO GENERAL,JACANA/TREMEMBE,JACANA,4,1,3,"4,8","4,2","5,1","5,3","5,5","5,7","5,9"
094064,EMEF 8 DE MAIO,ITAQUERA,ITAQUERA,4,1,3,"4,9","4,6","5,1","5,3","5,5","5,7","5,9"
093858,EMEF MARIA IMILDA DO SANTISSIMO SACRAMENTO MADRE,SAO MIGUEL,VILA CURUCA,4,1,3,"4,9","4,7","5,1","5,3","5,5","5,7","5,9"
019505,EMEF CRIUVA,SAO MIGUEL,SAO MIGUEL,4,1,3,"4,9","5,1","5,1","5,3","5,5","5,7","5,9"
094692,EMEF MARCILIO DIAS,FREGUESIA/BRASILANDIA,CACHOEIRINHA,4,1,3,"4,9","4,3","5,1","5,3","5,5","5,7","6,0"
094161,EMEF NILO PECANHA PRESIDENTE,FREGUESIA/BRASILANDIA,FREGUESIA DO O,4,1,3,"4,9","5,1","5,1","5,3","5,5","5,7","6,0"
095192,EMEF GUIMARAES ROSA,ITAQUERA,CARRAO,4,1,3,"4,9","3,6","5,1","5,3","5,5","5,7","6,0"
019143,EMEF JOSE QUERINO RIBEIRO,ITAQUERA,CIDADE LIDER,4,1,3,"4,9","4,2","5,1","5,3","5,5","5,7","6,0"
009148,EMEF ALEXANDRE VANNUCHI LEME,GUAIANASES,CIDADE TIRADENTES,4,1,3,"4,9","4,7","5,1","5,3","5,5","5,7","6,0"
019431,EMEF PARQUE REGINA,CAMPO LIMPO,CAMPO LIMPO,4,1,3,"4,9","4,4","5,1","5,3","5,5","5,8","6,0"
000108,EMEF JOSE ERMIRIO DE MORAIS SENADOR,SAO MIGUEL,JARDIM HELENA,4,1,3,"4,9","4,6","5,1","5,3","5,5","5,8","6,0"
015130,EMEF JULIO CESAR DE MELO E SOUSA MALBA TAHAN,ITAQUERA,ITAQUERA,4,1,3,"4,9","4,7","5,1","5,3","5,5","5,8","6,0"
014699,EMEF ANTONIO D'AVILA PROF,GUAIANASES,CIDADE TIRADENTES,4,1,3,"4,9","4,8","5,1","5,3","5,5","5,8","6,0"
093807,EMEF JOAO AUGUSTO BREVES DR,SAO MIGUEL,SAO MIGUEL,4,1,3,"4,9","5,0","5,1","5,3","5,5","5,8","6,0"
094951,EMEF SHIRLEY GUIO PROFA,JACANA/TREMEMBE,VILA MEDEIROS,4,1,3,"4,9","4,8","5,1","5,3","5,6","5,8","6,0"
012939,EMEF JOSE OLYMPIO PEREIRA FILHO,CAMPO LIMPO,CAPAO REDONDO,4,1,3,"4,9","4,3","5,1","5,4","5,6","5,8","6,0"
019400,EMEF DAMA ENTRE RIOS VERDES,SAO MIGUEL,VILA CURUCA,4,1,3,"4,9","4,5","5,1","5,4","5,6","5,8","6,0"
094838,EMEF DOM PEDRO I,JACANA/TREMEMBE,VILA MARIA,4,1,3,"5,0","4,7","5,2","5,4","5,6","5,8","6,0"
095168,EMEF ACHILLES DE OLIVEIRA RIBEIRO DESEMBARGADOR,SAO MATEUS,SAO MATEUS,4,1,3,"5,0","4,5","5,2","5,4","5,6","5,8","6,0"
094412,EMEF GABRIEL PRESTES PROF,PIRITUBA,PIRITUBA,4,1,3,"5,0","4,3","5,2","5,4","5,6","5,8","6,0"
019260,CEU EMEF ALVARENGA,SANTO AMARO,PEDREIRA,4,1,3,"5,0","3,5","5,2","5,4","5,6","5,8","6,0"
019506,EMEF MILTON PEREIRA COSTA,SAO MIGUEL,VILA JACUI,4,1,3,"5,0","4,7","5,2","5,4","5,6","5,8","6,0"
000485,EMEF ASSAD ABDALA,PENHA,VILA MATILDE,4,1,3,"5,0","5,5","5,2","5,4","5,6","5,8","6,0"
095516,EMEF HERALDO BARBUY,SAO MATEUS,SAPOPEMBA,4,1,3,"5,0","4,8","5,2","5,4","5,6","5,8","6,0"
095028,EMEF JOSE DO PATROCINIO,IPIRANGA,SACOMA,4,1,3,"5,0","4,6","5,2","5,4","5,6","5,8","6,1"
093114,EMEF ANIBAL FREIRE MINISTRO,PIRITUBA,VILA LEOPOLDINA,4,1,3,"5,0","4,6","5,2","5,4","5,6","5,8","6,1"
094714,EMEF NOE AZEVEDO PROF,JACANA/TREMEMBE,TREMEMBE,4,1,3,"5,0","4,9","5,2","5,4","5,6","5,8","6,1"
093386,EMEF JOAQUIM BENTO A LIMA NETO,CAPELA DO SOCORRO,GRAJAU,4,1,3,"5,0","4,6","5,2","5,4","5,6","5,8","6,1"
019585,EMEF WLADIMIR DE TOLEDO PIZA PREFEITO,SAO MATEUS,IGUATEMI,4,1,3,"5,0","4,7","5,2","5,4","5,6","5,8","6,1"
093297,EMEF PLACIDO DE CASTRO,CAPELA DO SOCORRO,SOCORRO,4,1,3,"5,0","4,8","5,2","5,4","5,6","5,8","6,1"
019421,EMEF TAJAL,CAMPO LIMPO,CAPAO REDONDO,4,1,3,"5,0","4,7","5,2","5,4","5,6","5,9","6,1"
019386,CEU EMEF MARIA APARECIDA DE SOUZA CAMPOS PROFA,ITAQUERA,VILA FORMOSA,4,1,3,"5,0","5,8","5,2","5,4","5,6","5,9","6,1"
094781,EMEF RUY BARBOSA,JACANA/TREMEMBE,VILA GUILHERME,4,1,3,"5,0","5,0","5,2","5,4","5,6","5,9","6,1"
093157,EMEF CHIQUINHA RODRIGUES DONA,SANTO AMARO,CAMPO BELO,4,1,3,"5,0","5,4","5,2","5,4","5,6","5,9","6,1"
019194,EMEF PEDRO GERALDO SCHUNCK,CAPELA DO SOCORRO,PARELHEIROS,4,1,3,"5,0","5,0","5,2","5,4","5,6","5,9","6,1"
019425,EMEF CDHU JARDIM IGUATEMI,SAO MATEUS,IGUATEMI,4,1,3,"5,0","5,7","5,2","5,4","5,6","5,9","6,1"
097047,EMEF EDUCANDARIO DOM DUARTE EMEF ANEXA AO,BUTANTA,RAPOSO TAVARES,4,1,3,"5,0","5,4","5,2","5,4","5,6","5,9","6,1"
094986,EMEF SYLVIA MARTIN PIRES PROFA,IPIRANGA,SACOMA,4,1,3,"5,0","5,4","5,2","5,4","5,7","5,9","6,1"
019385,CEU EMEF PARQUE BRISTOL,IPIRANGA,SACOMA,4,1,3,"5,0","4,7","5,2","5,4","5,7","5,9","6,1"
093211,EMEF JOAO GUALBERTO A CARVALHO,SANTO AMARO,CAMPO GRANDE,4,1,3,"5,0","5,0","5,2","5,4","5,7","5,9","6,1"
019351,EMEF MARILI DIAS PROFA,PIRITUBA,ANHANGUERA,4,1,3,"5,0","4,8","5,2","5,4","5,7","5,9","6,1"
094048,EMEF ANTONIO VIEIRA PADRE,PENHA,ARTUR ALVIM,4,1,3,"5,0","4,9","5,2","5,4","5,7","5,9","6,1"
095206,EMEF CALOGERAS MINISTRO,SANTO AMARO,CAMPO BELO,4,1,3,"5,0","4,0","5,2","5,5","5,7","5,9","6,1"
099350,EMEF 22 DE MARCO,CAMPO LIMPO,CAMPO LIMPO,4,1,3,"5,0","4,5","5,2","5,5","5,7","5,9","6,1"
094510,EMEF HENRIQUE RAYMUNDO DYOTT FONTENELLE BRIG,PIRITUBA,JARAGUA,4,1,3,"5,0","4,4","5,3","5,5","5,7","5,9","6,1"
095451,EMEF VISCONDE DE TAUNAY,SAO MATEUS,SAPOPEMBA,4,1,3,"5,1","5,5","5,3","5,5","5,7","5,9","6,1"
010413,EMEF QUIRINO CARNEIRO RENNO,GUAIANASES,GUAIANASES,4,1,3,"5,1","4,7","5,3","5,5","5,7","5,9","6,1"
094528,EMEF HENRIQUE GEISEL GENERAL,PIRITUBA,SAO DOMINGOS,4,1,3,"5,1","4,9","5,3","5,5","5,7","5,9","6,1"
093581,EMEF PLINIO DE QUEIROZ,SAO MATEUS,IGUATEMI,4,1,3,"5,1","4,4","5,3","5,5","5,7","5,9","6,1"
094030,EMEF ARTHUR ALVIM,PENHA,ARTUR ALVIM,4,1,3,"5,1","5,1","5,3","5,5","5,7","5,9","6,1"
093165,EMEF JOSE DIAS DA SILVEIRA DR,BUTANTA,ITAIM BIBI,4,1,3,"5,1","5,1","5,3","5,5","5,7","5,9","6,1"
094005,EMEF HUMBERTO DE CAMPOS,PENHA,VILA MATILDE,4,1,3,"5,1","4,5","5,3","5,5","5,7","5,9","6,2"
095559,EMEF CLAUDIO MANOEL DA COSTA,SAO MATEUS,SAO RAFAEL,4,1,3,"5,1","4,9","5,3","5,5","5,7","5,9","6,2"
011851,EMEF ANALIA FRANCO BASTOS,PENHA,BELEM,4,1,3,"5,1","4,3","5,3","5,5","5,7","5,9","6,2"
093971,EMEF 19 DE NOVEMBRO,PENHA,VILA MATILDE,4,1,3,"5,1","4,0","5,3","5,5","5,7","5,9","6,2"
019615,EMEF DIRCE GENESIO DOS SANTOS PROFA,SAO MATEUS,IGUATEMI,4,1,3,"5,1","5,5","5,3","5,5","5,7","6,0","6,2"
019465,EMEF EMEF AMELIA RODRIGUES DE OLIVEIRA,SANTO AMARO,PEDREIRA,4,1,3,"5,1","4,3","5,3","5,5","5,7","6,0","6,2"
019229,EMEF JOSUE DE CASTRO PROF,PIRITUBA,JAGUARA,4,1,3,"5,1","4,8","5,3","5,5","5,7","6,0","6,2"
019507,EMEF EMEF FAVEIRA-DO-MATO,SAO MIGUEL,VILA JACUI,4,1,3,"5,1","5,2","5,3","5,5","5,7","6,0","6,2"
095231,EMEF MARINA VIEIRA DE CARVALHO MESQUITA,SANTO AMARO,JABAQUARA,4,1,3,"5,1","4,3","5,3","5,5","5,7","6,0","6,2"
019440,EMEF VILA SANTA MARIA,CAPELA DO SOCORRO,CIDADE DUTRA,4,1,3,"5,1","5,1","5,3","5,5","5,8","6,0","6,2"
019254,EMEF AYRTON OLIVEIRA SAMPAIO PROF,CAPELA DO SOCORRO,GRAJAU,4,1,3,"5,1","5,1","5,3","5,5","5,8","6,0","6,2"
019366,CEU EMEF SAPOPEMBA,SAO MATEUS,SAPOPEMBA,4,1,3,"5,1","5,0","5,3","5,5","5,8","6,0","6,2"
019408,EMEF PARQUE BOA ESPERANCA II,SAO MATEUS,IGUATEMI,4,1,3,"5,1","5,5","5,3","5,5","5,8","6,0","6,2"
019439,EMEF ALDINA ANALIA AGOSTINHA TADDEO CONDE PROFA,CAPELA DO SOCORRO,CIDADE DUTRA,4,1,3,"5,1","4,5","5,3","5,5","5,8","6,0","6,2"
093327,EMEF AFRANIO DE MELLO FRANCO DR,CAPELA DO SOCORRO,CIDADE DUTRA,4,1,3,"5,1","4,7","5,4","5,6","5,8","6,0","6,2"
094081,EMEF HENRIQUE PEGADO PROF,PENHA,CANGAIBA,4,1,3,"5,2","4,8","5,4","5,6","5,8","6,0","6,2"
093823,EMEF HENRIQUE FELIPE COSTA - HENRICAO,SAO MIGUEL,VILA CURUCA,4,1,3,"5,2","5,0","5,4","5,6","5,8","6,0","6,2"
019399,EMEF JANUARIO MANTELLI NETO DEPUTADO,PENHA,ERMELINO MATARAZZO,4,1,3,"5,2","5,3","5,4","5,6","5,8","6,0","6,2"
019370,EMEF JARDIM MITSUTANI I,CAMPO LIMPO,CAMPO LIMPO,4,1,3,"5,2","4,1","5,4","5,6","5,8","6,0","6,2"
019458,EMEF EMEF MARIA APARECIDA RODRIGUES CINTRA,FREGUESIA/BRASILANDIA,FREGUESIA DO O,4,1,3,"5,2","4,3","5,4","5,6","5,8","6,0","6,2"
094684,EMEF MARCOS MELEGA,JACANA/TREMEMBE,MANDAQUI,4,1,3,"5,2","5,0","5,4","5,6","5,8","6,0","6,2"
019426,EMEF CDHU VILA CONCEICAO,SAO MIGUEL,VILA CURUCA,4,1,3,"5,2","5,3","5,4","5,6","5,8","6,0","6,2"
015423,EMEF PRESTES MAIA,SANTO AMARO,CIDADE ADEMAR,4,1,3,"5,2","4,0","5,4","5,6","5,8","6,0","6,2"
095397,EMEF MARLENE RONDELLI PROFA,IPIRANGA,SAO LUCAS,4,1,3,"5,2","4,5","5,4","5,6","5,8","6,0","6,2"
099792,EMEF FORTE DOS REIS MAGOS,SAO MATEUS,SAO RAFAEL,4,1,3,"5,2","4,1","5,4","5,6","5,8","6,0","6,2"
095133,EMEF JOAO NAOKI SUMITA DR,ITAQUERA,ARICANDUVA,4,1,3,"5,2","4,4","5,4","5,6","5,8","6,0","6,2"
092851,EMEF EUCLYDES DE OLIVEIRA FIGUEIREDO GAL,BUTANTA,RIO PEQUENO,4,1,3,"5,2","4,8","5,4","5,6","5,8","6,0","6,2"
093700,EMEF RAUL PILLA,SAO MIGUEL,VILA JACUI,4,1,3,"5,2","4,6","5,4","5,6","5,8","6,0","6,2"
092941,EMEF EUCLIDES DA CUNHA,CAMPO LIMPO,CAPAO REDONDO,4,1,3,"5,2","5,1","5,4","5,6","5,8","6,0","6,2"
094099,EMEF JUAREZ TAVORA MARECHAL,PENHA,PONTE RASA,4,1,3,"5,2","5,0","5,4","5,6","5,8","6,0","6,2"
091804,EMEF PAULO NOGUEIRA FILHO,FREGUESIA/BRASILANDIA,CASA VERDE,4,1,3,"5,2","5,0","5,4","5,6","5,8","6,0","6,2"
099686,EMEF RICARDO VITIELLO,CAMPO LIMPO,CAPAO REDONDO,4,1,3,"5,2","4,7","5,4","5,6","5,8","6,0","6,2"
094935,EMEF FRANKLIN AUGUSTO DE MOURA CAMPOS PROF,JACANA/TREMEMBE,VILA MEDEIROS,4,1,3,"5,2","5,7","5,4","5,6","5,8","6,0","6,2"
095001,EMEF JOAQUIM NABUCO,IPIRANGA,SACOMA,4,1,3,"5,2","5,1","5,4","5,6","5,8","6,0","6,2"
093351,EMEF MILTON FERREIRA DE ALBUQUERQUE PROF,CAPELA DO SOCORRO,CIDADE DUTRA,4,1,3,"5,2","4,6","5,4","5,6","5,8","6,0","6,2"
093271,EMEF TIRADENTES ALFERES,SANTO AMARO,CIDADE ADEMAR,4,1,3,"5,2","4,1","5,4","5,6","5,8","6,0","6,3"
019436,EMEF GRANJA NOSSA SENHORA APARECIDA,CAPELA DO SOCORRO,CIDADE DUTRA,4,1,3,"5,2","5,0","5,4","5,6","5,8","6,0","6,3"
094013,EMEF JOSE BONIFACIO,PENHA,VILA MATILDE,4,1,3,"5,2","5,0","5,4","5,6","5,8","6,0","6,3"
094706,EMEF GASTAO MOUTINHO COMANDANTE,JACANA/TREMEMBE,MANDAQUI,4,1,3,"5,2","4,2","5,4","5,6","5,8","6,0","6,3"
019233,EMEF EDGARD CARONE,PIRITUBA,ANHANGUERA,4,1,3,"5,2","5,6","5,4","5,6","5,8","6,1","6,3"
094846,EMEF ALMIRANTE TAMANDARE,JACANA/TREMEMBE,VILA MARIA,4,1,3,"5,2","5,0","5,4","5,6","5,8","6,1","6,3"
019631,EMEF NILCE CRUZ FIGUEIREDO PROFA,JACANA/TREMEMBE,MANDAQUI,4,1,3,"5,2","5,0","5,4","5,6","5,8","6,1","6,3"
019445,EMEF ROGE FERREIRA DEPUTADO,PIRITUBA,JARAGUA,4,1,3,"5,2","5,0","5,4","5,6","5,8","6,1","6,3"
009326,EMEF VICTOR CIVITA,PIRITUBA,JARAGUA,4,1,3,"5,2","4,3","5,4","5,6","5,8","6,1","6,3"
093777,EMEF FERNANDO DE AZEVEDO PROF,SAO MIGUEL,VILA CURUCA,4,1,3,"5,2","5,1","5,4","5,6","5,8","6,1","6,3"
019569,EMEF ROBERTO PLINIO COLACIOPPO PROF,IPIRANGA,SACOMA,4,1,3,"5,2","5,0","5,4","5,7","5,9","6,1","6,3"
094820,EMEF JOAO DOMINGUES SAMPAIO,JACANA/TREMEMBE,VILA MARIA,4,1,3,"5,3","5,3","5,5","5,7","5,9","6,1","6,3"
019348,EMEF GIANFRANCESCO GUARNIERI,CAMPO LIMPO,CAPAO REDONDO,4,1,3,"5,3","4,1","5,5","5,7","5,9","6,1","6,3"
